,hospital_name,payer_name,plan_name,code_type,raw_code,description,setting,standard_charge_methodology,additional_payer_notes,standard_charge_gross,standard_charge_discounted_cash,standard_charge_negotiated_dollar,standard_charge_negotiated_percentage,standard_charge_min,standard_charge_max,Notes
385,NYU Langone,medicare,umrwtchealthprogram2787,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,"100 Percent of Medicaid APG. Not APG payable, or payable under another fee schedule like ASP/AWP pays at 30% of charges",,,2341.08,,,,
386,NYU Langone,ghi,americanplanadministrators1638,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,.,2182.13,414.6,1.0,,,,
387,NYU Langone,bcbs,bcbsoutofstatepos(nosuitcaselogo)2071,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,5106.17,970.17,1.0,,,,
388,NYU Langone,bcbs,bcbsoutofstatepos(suitcaselogo)2066,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,32829.5,6237.61,,,,,
389,NYU Langone,medicare,bcbsseniorcaresupplemental1190,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,,,446.75,,,,
390,NYU Langone,somos,bcbshealthplussomosessentialplan33784,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,1464.39,278.23,446.75,,,,
391,NYU Langone,medicare,uhcmedicarecompletechoiceregionalppo2006,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,32829.5,6237.61,,,,,
392,NYU Langone,hip,emblemhealthbridge3765,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,2182.13,414.6,165.0,,,,
393,NYU Langone,hip,hippos1100,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,.,5106.17,970.17,165.0,,,,
394,NYU Langone,uhc,unitedhealthcarenavigate1404,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,32829.5,6237.61,,,,,
395,NYU Langone,medicare,aarpmedicarecompletemosaic2009,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,2182.13,414.6,,,,,
396,NYU Langone,healthfirst,healthfirstgreenleafexchange1807,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,225% of NYS APG. Lesser of 100% of billed charges applies.,2182.13,414.6,1.0,,,,
397,NYU Langone,magnacare,nationalhealthplan1572,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". MPL 100/75/50% all add ons apply, and lesser of 100% of billed charges",5106.17,970.17,1.0,,,,
398,NYU Langone,bcbs,bcbshmo1184,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,1464.39,278.23,861.24,,,,
399,NYU Langone,metroplus,metroplusmedplusplanexchange1624,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,198 Percent of Medicare OPPS. Metroplus will reimburse unlisted codes and described codes with no Medicare rate at 50 percent of charges.,32829.5,6237.61,,,,,
400,NYU Langone,cigna,cignamanagedcare/pos1046,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". MPL 100/50/25% maxmium of 3 procedures. All add ons apply, and lesser of 100% of billed charges",,,10076.87,,,,
401,NYU Langone,cigna,cignaevernorthbehavioralhealth1490,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". MPL 100/50/25% maxmium of 3 procedures. All add ons apply, and lesser of 100% of billed charges",,,861.24,,,,
402,NYU Langone,aetna,aetnastudentplan1008,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of applies when negotiated rates exceed charges less addons.,1464.39,278.23,861.24,,,,
403,NYU Langone,metroplus,metroplusmedplusplanexchange1624,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,198 Percent of Medicare OPPS. Metroplus will reimburse unlisted codes and described codes with no Medicare rate at 50 percent of charges.,32829.5,6237.61,,,,,
404,NYU Langone,hip,hipprimebasic3312,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,,,10076.87,,,,
405,NYU Langone,healthfirst,healthfirstlifeimprovedplan1918,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,Fixed Rate.,2182.13,414.6,165.0,,,,
406,NYU Langone,uhc,unitedhealthcarechoice1291,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". MPL 100/50/25% all add ons apply, and lesser of 100% of billed charges",,,2226.63,,,,
407,NYU Langone,bcbs,bluecrossblueshieldpriorityepo(smallgroup)3748,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,2182.13,414.6,,,,,
408,NYU Langone,ghi,americanplanadministrators1638,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,.,32829.5,6237.61,6565.9,20.0,,,
409,NYU Langone,hip,emblemselectcarehmo3858,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,,,446.75,,,,
410,NYU Langone,hip,hipcomprehealthepo1271,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,237 percent of Medicare RBRVS.,,,2341.08,,,,
411,NYU Langone,ghi,ghimedicaresupplement1070,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,1464.39,278.23,2341.08,,,,
412,NYU Langone,bcbs,empireplannyship(hbonly)1186,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,2182.13,414.6,165.0,,,,
413,NYU Langone,bcbs,bcbsoutofstateppo(suitcaselogo)2067,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,1464.39,278.23,2341.08,,,,
414,NYU Langone,hip,emblemcmoessential43019,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,1.0,,,,
415,NYU Langone,fidelis,fidelisessentialplan22015,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,225 Percent of Medicaid APG. Covered services not payable under Medicaid Fee Schedules default to a payment of 87.5 percent of charges.,,,1040.48,,,,
416,NYU Langone,hip,emblemhealthcarepartnersessential1&200-2503012,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,2182.13,414.6,1.0,,,,
417,NYU Langone,cigna,cignaindemnity1045,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,5106.17,970.17,1.0,,,,
418,NYU Langone,magnacare,magnacaredirectplus1372,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. All diagnostic and evaluation services except MRI and CT Scans will be paid as add-ons. Lesser of 100% of billed charges applies.,,,2341.08,,,,
419,NYU Langone,aetna,aetnastudentplan1008,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". Primary procedure pays at 100%, secondary at 50%, all subsequent at 25%.  Lesser of applies when negotiated rates exceed charges less addons.",1464.39,278.23,2341.08,,,,
420,NYU Langone,hip,emblemselectcarebronzeexchange1609,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,.,2182.13,414.6,1.0,,,,
421,NYU Langone,medicare,bcbshealthplusmedicare1451,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,1.0,,,,
422,NYU Langone,medicare,villagecare1679,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,32829.5,6237.61,,,,,
423,NYU Langone,medicare,bcbsmedibluemedicarehmo(hcp)3341,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,.,2182.13,414.6,1.0,,,,
424,NYU Langone,somos,hipmcdenhanced-essential4(somos)3794,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,5106.17,970.17,1.0,,,,
425,NYU Langone,medicare,wellcarebyfideliscaremedicare1061,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,32829.5,6237.61,,,,,
426,NYU Langone,1199,local1199nyumemberchoice1000,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". MPL 1st 100% of Payment Rate 50% of all others, all add ons apply, and lesser of 100% of billed charges.",2182.13,414.6,1.0,,,,
427,NYU Langone,bcbs,bcbsnysempire1683,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,5106.17,970.17,1.0,,,,
428,NYU Langone,hip,emblemessentialplan22060,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,"120 Percent of Medicaid APG. Not APG payable, or payable under another fee schedule like ASP/AWP pays at 30% of charges",32829.5,6237.61,,,,,
429,NYU Langone,medicare,bcbsmediblueselect/extrahmo(hcp)3733,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,1464.39,278.23,1040.48,,,,
430,NYU Langone,hip,emblemcmoessential23017,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,1.0,,,,
431,NYU Langone,hip,hiphmo(healthcarepartners)1363,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,.,32829.5,6237.61,,,,,
432,NYU Langone,healthfirst,healthfirstessentialplan21783,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,225% of NYS APG. Paid once per service date and lesser of 100% of billed charges.,1464.39,278.23,1092.5,,,,
433,NYU Langone,medicare,unitedhealthcarecommunitymedicare1370,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,2182.13,414.6,,,,,
434,NYU Langone,somos,bcbshealthplussomosessentialplan33784,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,,,,,
435,NYU Langone,medicare,oxfordhealthplansmedicareadvantage1136,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,,,1040.48,,,,
436,NYU Langone,bcbs,bcbsblueaccesseposmallgroup3716,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,1464.39,278.23,1040.48,,,,
437,NYU Langone,hip,emblemselectcareplatinumexchange1612,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,.,5106.17,970.17,1.0,,,,
438,NYU Langone,cigna,cignanalc1448,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,,,1040.48,,,,
439,NYU Langone,medicare,beaconmedicaremanagedcare(hbonly)1759,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,1464.39,278.23,1040.48,,,,
440,NYU Langone,medicare,wtchealthprogram-stonybrook1486,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,2182.13,414.6,1.0,,,,
441,NYU Langone,hip,hipvipmedicareprime1099,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,1.0,,,,
442,NYU Langone,hip,emblemselectcarebronzesg3857,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,32829.5,6237.61,,,,,
443,NYU Langone,medicaid,vnsnychoiceselecthealth3023,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,225% of NYS APG. Paid once per service date and lesser of 100% of billed charges.,2182.13,414.6,,,,,
444,NYU Langone,wellcare,wellcaremedicare1171,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,,,,,
445,NYU Langone,healthfirst,healthfirstpersonalwellnessplan1915,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of PAS. Lesser of 100% of billed charges applies.,32829.5,6237.61,,,,,
446,NYU Langone,hip,hipvipmedicare(montefiore)1218,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,,,1248.57,,,,
447,NYU Langone,aetna,nipponlife-aetna1394,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of applies when negotiated rates exceed charges less addons.,5106.17,970.17,,,,,
448,NYU Langone,hip,emblemprimeplatinum3316,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,.,32829.5,6237.61,,,,,
449,NYU Langone,hip,hipchildhealthplus1096,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,"100 Percent of Medicaid APG. Not APG payable, or payable under another fee schedule like ASP/AWP pays at 30% of charges",2182.13,414.6,471.0,,,,
450,NYU Langone,magnacare,americanplanadministrators(magnacare)1735,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. All diagnostic and evaluation services except MRI and CT Scans will be paid as add-ons. Lesser of 100% of billed charges applies.,,,1248.57,,,,
451,NYU Langone,1199,local1199ppo1001,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". MPL 1st 100% of Payment Rate 50% of all others, all add ons apply, and lesser of 100% of billed charges.",1464.39,278.23,1248.57,,,,
452,NYU Langone,centerlight,centerlightpacemedicarehmo1880,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,102% of Medicare OPPS.,32829.5,6237.61,,,,,
453,NYU Langone,hip,emblemselectcarebronzesg3857,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,1464.39,278.23,1037.64,,,,
454,NYU Langone,ghi,ghiemblemhealthmedicarehmo1072,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,326.6,,,,
455,NYU Langone,uhc,unitedhealthcarechoice(paramountemployees)3665,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,32829.5,6237.61,,,,,
456,NYU Langone,bcbs,bcbsopenaccesshmo(hbonly)1468,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,,,1040.48,,,,
457,NYU Langone,medicare,bcbsmediblueselect/extrahmo(hcp)3733,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,1464.39,278.23,1040.48,,,,
458,NYU Langone,hip,emblemselectcareppo 3870,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,,,6034.0,,,,
459,NYU Langone,oxford,oxfordhealthplansliberty1135,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,1464.39,278.23,6034.0,,,,
460,NYU Langone,bcbs,bcbsblueaccesshmosmallgroup3706,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,2738.0,,,,
461,NYU Langone,healthfirst,healthfirstseniorhealthpartners1922,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of PAS. Lesser of 100% of billed charges applies.,32829.5,6237.61,10932.22,33.3,,,
462,NYU Langone,aetna,aetnameritainhealth1444,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of applies when negotiated rates exceed charges less addons.,,,1037.64,,,,
463,NYU Langone,bcbs,bluecrossblueshieldpriorityhmo1694,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,32829.5,6237.61,,,,,
464,NYU Langone,metroplus,metropluschildhealthplus1115,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100 Percent of Medicaid APG.,,,10076.87,,,,
465,NYU Langone,medicaid,partnershealthplanmedicaid3366,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". MPL 100/50/25% maxmium of 3 procedures. All add ons apply, and lesser of 100% of billed charges",,,7892.93,,,,
466,NYU Langone,bcbs,horizonnjdirect1290,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,32829.5,6237.61,5170.65,15.75,,,
467,NYU Langone,bcbs,bcbsppo1189,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,,,34416.84,,,,
468,NYU Langone,ghi,ghiemblemhealthepo1272,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,.,,,1037.64,,,,
469,NYU Langone,cigna,tuftshealthplan3661,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,.,1464.39,278.23,1037.64,,,,
470,NYU Langone,healthfirst,healthfirstessentialplan31784,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,Paid at $165. Paid once per service date and lesser of 100% of billed charges.,2182.13,414.6,326.6,,,,
471,NYU Langone,somos,hipmcdenhanced-essential3(somos)3795,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,Fixed Rate.,,,10076.87,,,,
472,NYU Langone,medicare,tricareeast1355,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,1464.39,278.23,5812.0,,,,
473,NYU Langone,hip,emblemhealthcarepartnersessential43015,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of applies when negotiated rates exceed charges less addons.,,,31476.0,,,,
474,NYU Langone,ghi,ghimedicaresupplement1070,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,,,,,
475,NYU Langone,bcbs,bcbsblueaccessepolargegroup(nyulilocal1199)3842,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,237 percent of Medicare RBRVS.,32829.5,6237.61,,,,,
476,NYU Langone,uhc,unitedhealthcarepos1159,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,,,,446.75,,,
477,NYU Langone,healthfirst,healthfirstessentialplan11782,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,225% of NYS APG. Lesser of 100% of billed charges applies.,2182.13,414.6,,1.0,,,
478,NYU Langone,hip,hipvipmedicare(heathcarepartners)1365,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,,1.0,,,
479,NYU Langone,cigna,cignappo1047,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". MPL 100/50/25% maxmium of 3 procedures. All add ons apply, and lesser of 100% of billed charges",,,,10076.87,,,
480,NYU Langone,hip,vytrahmo3862,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,"120 Percent of Medicaid APG. Not APG payable, or payable under another fee schedule like ASP/AWP pays at 30% of charges",2182.13,414.6,654.64,30.0,,,
481,NYU Langone,hip,emblemselectcare(healthcarepartners)3024,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,Paid at $165. Paid once per service date and lesser of 100% of billed charges.,,,1248.57,,,,
482,NYU Langone,uhc,oxfordgardenstate3102,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,.,1464.39,278.23,1248.57,,,,
483,NYU Langone,cigna,cignanalc1448,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,5106.17,970.17,1531.85,30.0,,,
484,NYU Langone,cigna,cignaopenaccessppo1465,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,2182.13,414.6,654.64,30.0,,,
485,NYU Langone,hip,emblemcmoessential23017,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,1531.85,30.0,,,
486,NYU Langone,bcbs,bluecrossblueshieldpriorityhmo1694,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,,,1040.48,,,,
487,NYU Langone,uhc,umr1323,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". MPL 100/50/25% all add ons apply, and lesser of 100% of billed charges",2182.13,414.6,654.64,30.0,,,
488,NYU Langone,healthfirst,healthfirstessentialplan21783,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,225% of NYS APG. Paid once per service date and lesser of 100% of billed charges.,32829.5,6237.61,,,,,
489,NYU Langone,cigna,cignaopenaccesshmo(hbonly)1466,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,,,1037.64,,,,
490,NYU Langone,medicare,wtchealthprogram-northshore1771,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,326.6,,,,
491,NYU Langone,hip,hipvipmedicare-affinity1608,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,,,1037.64,,,,
492,NYU Langone,cigna,cignaopenaccesshmo(hbonly)1466,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,5106.17,970.17,326.6,,,,
493,NYU Langone,medicare,bcbsoutofstatemedicare(suitcaselogo)2065,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,32829.5,6237.61,,,,,
494,NYU Langone,hip,emblemcmoessential13016,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,5106.17,970.17,471.0,,,,
495,NYU Langone,hip,hipvipmedicarereserve3855,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,.,32829.5,6237.61,,,,,
496,NYU Langone,aetna,aetnaopenaccesselectchoice(epo)1415,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of applies when negotiated rates exceed charges less addons.,1464.39,278.23,1069.0,73.0,,,
497,NYU Langone,hip,hipmedicaid-enhancedcare1098,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,"100 Percent of Medicaid APG. Not APG payable, or payable under another fee schedule like ASP/AWP pays at 30% of charges",,,24149.58,,,,
498,NYU Langone,uhc,unitedhealthcarechoice(paramountemployees)3665,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,1464.39,278.23,8124.66,,,,
499,NYU Langone,medicare,wtchealthprogram-northwell1485,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,,,25883.26,,,,
500,NYU Langone,fidelis,fidelisessentialplan22015,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,Not Payable. Covered services not payable under Medicaid Fee Schedules default to a payment of 87.5 percent of charges.,2182.13,414.6,471.0,,,,
501,NYU Langone,uhc,oxfordgardenstate3102,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,.,32829.5,6237.61,,,,,
502,NYU Langone,healthfirst,healthfirstgoldleafexchange1805,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,225% of NYS APG. Paid once per service date and lesser of 100% of billed charges.,,,1037.64,,,,
503,NYU Langone,medicare,bcbsout/statemedicare1210,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,2560.0,,,,
504,NYU Langone,medicare,bcbsout/statemedicare1210,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,2560.0,,,,
505,NYU Langone,hip,hippos1100,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,237 percent of Medicare RBRVS.,32829.5,6237.61,13788.39,42.0,,,
506,NYU Langone,uhc,unitedhealthcareppo1160,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". MPL 100/50/25% all add ons apply, and lesser of 100% of billed charges",,,28411.27,,,,
